date,BTC,ETH,XRP,ADA,SOL,BNB,DOGE,DOT,MATIC,LINK,Cash
2024-11-10 00:00:00.000000000,0.33325424788437347,0.2767618629306646,0.044574195175717285,0.0364225431698367,0.0,0.07974482524788308,0.07664956447244907,0.022560144319466922,0.04788692799408944,0.04062143263832531,0.04152425616719399
2024-11-19 11:22:06.315789473,0.31666460426808163,0.24033867002706352,0.0232450824403564,0.03300976103641085,0.027442764026513525,0.052861597455711486,0.061646289389051874,0.06696739865046113,0.06726473813643964,0.06431801259744796,0.046241081972462086
2024-11-28 22:44:12.631578947,0.2854208133805075,0.2516528786936879,0.049549814986499484,0.05149868866942546,0.07013061282622347,0.04817811003156155,0.0383973917213402,0.058472805023895805,0.04106600320488621,0.037379504653767104,0.06825337680820537
2024-12-08 10:06:18.947368421,0.29490970479414014,0.2522686286219936,0.028670455171233882,0.04897067951192993,0.03432078087097761,0.06104317778158644,0.07397641423587237,0.06331302621448219,0.04742324740203633,0.0372869537869506,0.05781693160879686
2024-12-17 21:28:25.263157894,0.2906870637170266,0.2678912486454813,0.08062051355162071,0.015151422284774741,0.053190234276191094,0.06091059559880467,0.06936270294496726,0.022257029091444735,0.021284812393713652,0.06441666452954499,0.05422771296643029
2024-12-27 08:50:31.578947368,0.29357297156614875,0.21387245040472336,0.06723491233188686,0.07156837558207903,0.05996344199453692,0.03439738476013969,0.032725035102899556,0.030220055605153166,0.06438471729738561,0.07558502098916395,0.05647563436588308
2025-01-05 20:12:37.894736842,0.29966525999028737,0.22997998310968823,0.09417183385749477,0.05647765600124901,0.03424667981206461,0.02437534559598391,0.05144173435944046,0.042692177062935564,0.06421871467714578,0.057108250685549936,0.04562236484816045
2025-01-15 07:34:44.210526315,0.28610345332445897,0.21566219055242591,0.06559795443822622,0.050881581691242087,0.06410361977137073,0.06834632300591258,0.03222390855986858,0.07659440871698066,0.06068032039230774,0.03334760291281234,0.046458636634394146
2025-01-24 18:56:50.526315789,0.31502789369875583,0.23998433501649094,0.05456747064586019,0.09127070304691291,0.00558015731439633,0.06538161148418309,0.01872658299062675,0.04352902650679161,0.07675202475058639,0.059958181630412256,0.029222012914983542
2025-02-03 06:18:56.842105263,0.3316621398596825,0.2569772623578835,0.0474918039828489,0.0184096236412098,0.03826636538566134,0.08556155102425948,0.040567734057739585,0.04294938189497954,0.06381799329753042,0.009431507929363439,0.06486463656884142
2025-02-12 17:41:03.157894736,0.36109895159241207,0.27496321925086037,0.06933448983574193,0.037403994888981294,0.0537990615348521,0.0,0.03598123107385488,0.0420590335040422,0.018114623412114852,0.09411558661098504,0.013129808296155338
2025-02-22 05:03:09.473684210,0.2916789217172248,0.24555988195374373,0.0014769354241136695,0.07791283449514734,0.031057966163639348,0.07913715164893995,0.06425794435109064,0.051221357145357,0.06333817908193415,0.05003694696781119,0.04432188105099821
2025-03-03 16:25:15.789473684,0.29624986074446985,0.21948831376077393,0.04245227831669554,0.0673053365089785,0.049902330962142735,0.0561169743512369,0.04970362714932184,0.078987880722254,0.03206351189192245,0.06671767880895677,0.04101220678324733
2025-03-13 03:47:22.105263158,0.2980498274259999,0.23796069862063293,0.09905210882314658,0.0679258135239605,0.004233848688942982,0.03201680119750547,0.08149459272516248,0.029355456552333938,0.05544885779888351,0.05291544621642339,0.04154654842700826
2025-03-22 15:09:28.421052630,0.3087401979568153,0.25684726396856755,0.04376611817760889,0.021542581122041188,0.010073333307565012,0.026668575333689448,0.03742209512594516,0.06453542850068393,0.09231776598567629,0.07425001306805414,0.06383662745335318
2025-04-01 02:31:34.736842104,0.26364114503549857,0.2259835467223549,0.0529083346128283,0.04365041190580763,0.04298393902478089,0.07977137559799459,0.06826156998510521,0.04771634468217304,0.09505463089237604,0.04933632858826776,0.030692372952813095
2025-04-10 13:53:41.052631578,0.33248459651627843,0.20673537552091992,0.05113121417122234,0.03989671841918703,0.0537492141148561,0.051454256952037855,0.09620180082165246,0.07660645279862613,0.02268980026028076,0.016014964914361798,0.05303560551057725
2025-04-20 01:15:47.368421052,0.31948353789338735,0.24234718314120712,0.05808201893353185,0.05680980345242184,0.06988739357057269,0.06674869145027462,0.0,0.029972115879328673,0.03484621703644452,0.06364741884525169,0.05817561979757956
2025-04-29 12:37:53.684210526,0.3006829365873413,0.2601679432472397,0.040102066345508586,0.015470958851967401,0.060912876592853334,0.03875034948680335,0.043176632845678166,0.08334928630459182,0.05825899320331452,0.06176690254939869,0.037361053985303
2025-05-09 00:00:00.000000000,0.26937743361319905,0.2916031268012207,0.09038539214293478,0.049395006908050994,0.04993894203836691,0.012251422153827789,0.03195491266707221,0.06368821315109444,0.05838538430051609,0.04466539165418411,0.03835477456953308
547532495,0.07906076921879845
